id,name,department,current_shift
2450,Michelle Brown,Support,evening
2451,William Smith,Sales,night
2452,Stephen Cantrell,HR,morning
2453,Meghan Mccullough,IT,night
2454,Sarah Ramirez,HR,night
2455,Taylor Jacobs,Finance,evening
2456,Jo Wright,Support,morning
2457,Mark Mitchell,HR,morning
2458,Terry Chen,Finance,evening
2459,Wanda Avila,Sales,night
2460,Sherri Zhang,Sales,morning
2461,Katelyn Ferguson,Finance,night
2462,Yvonne Lang,Support,night
2463,Nicholas Dean,Support,night
2464,Chad Reid,HR,evening
2465,Phillip Watkins,Support,morning
2466,Ryan Wagner,Finance,night
2467,Alicia Roy,Support,morning
2468,Robert Zimmerman,Support,evening
2469,Rebecca Pennington,HR,evening
2470,Daniel Evans,Sales,morning
2471,Gerald Roberts,Sales,night
2472,Jennifer Brown,Sales,evening
2473,Brandi Callahan,Finance,night
2474,Jodi Lopez,HR,evening
2475,Debbie Harris,Finance,evening
2476,Joshua Wilson,Finance,night
2477,Jonathan Rogers,IT,evening
2478,Alexandra Byrd,HR,morning
2479,Gina Davis,Support,night
2480,Robert Sanchez,HR,night
2481,Brandon Simmons,IT,morning
2482,Kathryn Pacheco,IT,evening
2483,Michael Jones,HR,night
2484,Robert Nixon,Support,night
2485,Angela Massey,Sales,night
2486,Joshua Wood,Finance,morning
2487,Brad Brown,IT,morning
2488,Julia Smith,Finance,evening
2489,Linda Dixon,IT,morning
2490,Stacey Smith,Support,evening
2491,Ryan Wolf,Support,night
2492,Michael Taylor Jr.,Finance,night
2493,Krista Spears,Support,morning
2494,Amanda Rich,Finance,morning
2495,Ann Murray,Support,morning
2496,Kimberly Smith,Support,evening
2497,Andrew Schmidt,Support,evening
2498,Robert Carson,HR,evening
2499,Andrew Malone,Finance,evening
2500,Andrew Newton,IT,night
2501,Eric Vasquez,Support,night
2502,Roy Bender,HR,night
2503,Paula Myers,Finance,morning
2504,Alice Maxwell,IT,night
2505,Darrell Kelley,IT,night
2506,Dawn Elliott,Support,evening
2507,William Deleon,Sales,morning
2508,Erica Price,Support,evening
2509,John Taylor,HR,morning
2510,Philip Haynes,Support,night
2511,John Stanton,HR,morning
2512,Julie Rivera,IT,evening
2513,Vincent Cross,HR,evening
2514,Amanda Camacho,HR,morning
2515,Shawn Allen,Finance,evening
2516,Christina Griffin,Sales,night
2517,Angela Bush,HR,morning
2518,Aaron Coleman,Support,night
2519,Mary Hill,Sales,morning
2520,Krista Santiago,Sales,morning
2521,Brenda Waters,Finance,morning
2522,Eric Sanchez,Support,night
2523,Michelle Hayes,IT,evening
2524,Tammy Brown,IT,evening
2525,Laura Rogers,Finance,night
2526,Chris Hanna,Sales,evening
2527,Steve Ho,HR,morning
2528,Terry Lopez,Support,evening
2529,Jeffrey Nelson,Sales,evening
2530,Kathleen Adams,IT,morning
2531,Eric Allen,Sales,night
2532,Rachel Norris,Support,evening
2533,Claudia Juarez,Sales,evening
2534,Mark Tran,HR,night
2535,Stephen Aguilar,Sales,morning
2536,Louis Odom,HR,evening
2537,Amanda Henderson,Finance,morning
2538,Jessica Maxwell,HR,morning
2539,Christina Hunter,Finance,night
2540,Jeffrey Jones,Sales,night
2541,James Smith,Finance,night
2542,Jennifer Russo,HR,evening
2543,Kenneth Taylor,Sales,evening
2544,Pamela Fletcher,IT,evening
2545,Julie Johnson,IT,evening
2546,Taylor Stewart,HR,night
2547,Sarah Taylor MD,Sales,morning
2548,Jessica Park,IT,morning
2549,Michael Griffin,HR,morning
2550,Steven Fields,Support,evening
2551,Sharon Carroll,Sales,night
2552,Shannon Russell,Support,morning
2553,Annette Paul,HR,evening
2554,Amanda Love,Finance,morning
2555,Stephen Howard,HR,morning
2556,Rodney Strickland,Sales,evening
2557,Cameron Allen,Finance,evening
2558,Mark Williams,HR,evening
2559,Daniel Perez,HR,night
2560,Kenneth Davidson,Support,evening
2561,Taylor Dickson,IT,evening
2562,Christopher Craig,Support,night
2563,Cynthia Berry,IT,evening
2564,Jay Welch,Sales,evening
2565,Randall Haas,Support,evening
2566,Lisa Delgado,Finance,night
2567,Brenda Jackson,IT,morning
2568,Margaret Crane,Sales,evening
2569,Lydia Sullivan,Support,evening
2570,Anthony Randall Jr.,IT,morning
2571,Steven Peterson,Support,evening
2572,Christine Zimmerman,HR,evening
2573,Raven Flores,HR,night
2574,Alexander Blevins,IT,morning
2575,Melanie Harper,Support,morning
2576,Bridget Hawkins,HR,evening
2577,Richard Pham,HR,morning
2578,Isabel Stevenson,Support,morning
2579,Brent Golden,HR,evening
2580,Jared Osborne,HR,morning
2581,Keith Mathews,HR,evening
2582,Robert Rodriguez,Finance,morning
2583,Jennifer Juarez,Support,evening
2584,Amanda Clark,Support,morning
2585,Kathleen Rodriguez,HR,night
2586,Lisa Bond,HR,morning
2587,Adam Burgess,Support,morning
2588,Connor Macdonald,Support,night
2589,Jordan Miller,HR,morning
2590,Barbara Bush,Support,evening
2591,William Nguyen,Sales,morning
2592,Scott Walsh,HR,morning
2593,Janet Daniel,IT,morning
2594,Mary Cox,Finance,night
2595,David Richard,HR,evening
2596,Joshua Santos,Finance,night
2597,Erin Allen,Sales,evening
2598,Kevin Sanders,Support,evening
2599,Anita Nunez,IT,evening
2600,Amanda Burch,Finance,evening
2601,Brooke Carter MD,IT,night
2602,Tiffany Hernandez,IT,night
2603,Dr. Carl Taylor,HR,evening
2604,Danielle Anderson,Finance,morning
2605,Ricky Williams,Finance,evening
2606,Christopher Mendoza,HR,morning
2607,Kevin Edwards,HR,evening
2608,Lisa Andrews,Support,night
2609,Lawrence Cook,Finance,evening
2610,Chelsey Jordan,IT,night
2611,Diane Pena,Finance,morning
2612,Connie Adams,Finance,evening
2613,Richard Thomas,Finance,night
2614,Laura House,IT,morning
2615,Hannah Fuller,Support,night
2616,Shannon Mosley,HR,evening
2617,Julie Keller,HR,evening
2618,Bryan Murillo,IT,night
2619,Kathleen Lopez,Finance,night
2620,Richard Walters,Sales,evening
2621,Jessica Jackson,HR,night
2622,Bethany King,Support,night
2623,Melissa Alvarez,HR,night
2624,Jessica Vasquez,HR,night
2625,Teresa Holmes,HR,night
2626,Cynthia Vincent,Finance,evening
2627,Cathy Hogan,Support,evening
2628,James Banks,Sales,evening
2629,Lisa Anderson,Support,night
2630,Deborah Wells,Finance,evening
2631,Anthony Gamble,IT,evening
2632,Rachel Simpson,HR,night
2633,Sharon Jones,IT,morning
2634,Sandra Cortez,Finance,night
2635,Sheila Burke,Finance,morning
2636,Amanda Estrada,Finance,morning
2637,Donna Baker,Support,night
2638,David Hughes,IT,evening
2639,Nicholas Juarez,Finance,morning
2640,Jennifer Carroll,Sales,evening
2641,Sherri Cook,Support,evening
2642,Danielle Hill,Sales,evening
2643,Miss Leslie Smith,Finance,evening
2644,Shannon Taylor,HR,morning
2645,Timothy Berry,Finance,morning
2646,Melvin Woods,Support,night
2647,John Jones,Support,morning
2648,Joseph Ortiz,HR,night
2649,Patrick Miles,Sales,night
2650,Stephanie Blair,Finance,morning
2651,Christopher Alexander,Sales,morning
2652,Christina Collins,Sales,morning
2653,Paul Jefferson,HR,morning
2654,Andrew Rodriguez,IT,night
2655,Joshua Barrera,Finance,morning
2656,Bradley Harvey,IT,morning
2657,Christy Klein,Sales,morning
2658,Juan Wagner,Finance,evening
2659,Scott Young,Sales,night
2660,William Johnson,Sales,morning
2661,Mark Winters,Support,night
2662,Kathleen Martin,IT,evening
2663,Robin Fletcher,IT,evening
2664,Emily Dalton,HR,evening
2665,Sarah Walsh,Finance,night
2666,Jennifer Cochran,HR,morning
2667,Michael Thomas,Finance,evening
2668,Holly Bond,Sales,morning
2669,Bradley Weaver,Support,evening
2670,Stephanie Gilbert,HR,evening
2671,Richard Scott,Sales,evening
2672,Joshua Matthews,Sales,morning
2673,Ryan Williamson,IT,evening
2674,Edward Robertson,IT,morning
2675,Dawn Ryan,Support,evening
2676,Annette Vasquez,IT,morning
2677,Margaret Pierce,Sales,night
2678,Oscar Shaw,Sales,morning
2679,Keith Herrera,Finance,morning
2680,Dustin Henderson,Finance,morning
2681,Thomas Strickland,Finance,morning
2682,Lisa Trujillo,Finance,night
2683,Crystal Rivera,IT,morning
2684,Darlene Carney,Finance,night
2685,Adam Nunez,IT,morning
2686,Jessica Watts,Support,evening
2687,William Conway,IT,night
2688,James Perez,HR,morning
2689,Jennifer Bradshaw,Support,night
2690,Mary Terry,IT,morning
2691,Donald Fisher,Finance,morning
2692,David Mata,HR,evening
2693,Elizabeth Ayala,HR,night
2694,Jason Gordon,Sales,morning
2695,Erica Cole,HR,evening
2696,Robert Arroyo,HR,morning
2697,Michael Potter,IT,night
2698,Christine Atkinson,HR,night
2699,Brandon Zavala,Finance,morning
2700,Jessica Wells,IT,night
2701,Stephanie Cruz,Support,night
2702,Anthony Hurley,HR,morning
2703,Stephanie Mitchell,IT,morning
2704,Ruben Ramos,Sales,night
2705,Andrea Gaines,Sales,evening
2706,Andres Campos,HR,evening
2707,Miss Stephanie Rodriguez,Finance,morning
2708,Jacqueline Molina,Sales,night
2709,Joanne Thomas,Finance,morning
2710,Joseph Blankenship,IT,night
2711,Jerry Bowman,Support,night
2712,Lisa Taylor,HR,evening
2713,Michael Young,Finance,morning
2714,Jacob Stone,Support,morning
2715,Walter Roberts,HR,morning
2716,Douglas Benjamin,HR,night
2717,Alexis Kemp,HR,morning
2718,Brandi Martinez,HR,evening
2719,Kristin Berg,Support,night
2720,Sherri Hernandez,Finance,morning
2721,Melvin Ramirez,IT,evening
2722,Andre King,HR,night
2723,Terry Meyer,HR,night
2724,Kari Ball,Finance,night
2725,Gregory Barber,IT,night
2726,Jamie Davis,IT,morning
2727,Randy Murphy,Support,morning
2728,Taylor Maynard,Support,evening
2729,Mrs. Chelsea Salinas,Finance,evening
2730,Sarah Cruz,IT,morning
2731,Matthew Evans,Sales,night
2732,Brittany Allison,IT,night
2733,Adam Gonzalez,Support,night
2734,Cathy Koch,Sales,morning
2735,Jordan Estes,HR,night
2736,Lindsay Bass,Sales,night
2737,Christina Duffy,Support,night
2738,Charles Davis,HR,evening
2739,Leah Adams,IT,morning
2740,Jose Collier,IT,evening
2741,Holly Porter,HR,night
2742,Kimberly Murphy,Finance,evening
2743,Leah Perry,IT,morning
2744,Gary Lewis,HR,morning
2745,Jennifer Wilson,Sales,evening
2746,Eric Cooper,Finance,night
2747,Casey Roberts,Sales,night
2748,Melanie Thompson,IT,evening
2749,Olivia Cannon,HR,night
2750,Morgan Schneider,HR,morning
2751,James White,Sales,morning
2752,Diana Taylor,HR,evening
2753,Anthony Baker DVM,Finance,evening
2754,Kimberly Newton,Sales,evening
2755,Michele Robinson,Finance,morning
2756,Susan Miles,Support,evening
2757,Victoria Poole,HR,night
2758,Martha Jones,HR,evening
2759,Terry Cervantes,IT,evening
2760,Elizabeth Rojas,IT,evening
2761,Meredith Edwards,Finance,evening
2762,Brittany Vasquez,Finance,night
2763,Jennifer Hill,Finance,morning
2764,Jacob Watson,HR,night
2765,Douglas Hall,Support,night
2766,Katie Anthony,HR,morning
2767,Dean Banks,IT,morning
2768,Douglas Rogers,Support,morning
2769,Brian Patel,Sales,morning
2770,Eric Baxter,IT,morning
2771,Tina Morales,HR,evening
2772,Bonnie Garner,Sales,night
2773,Martin Rowe,HR,morning
2774,Christina Hall,HR,evening
2775,Ryan Herrera DVM,IT,evening
2776,Natasha Summers,Support,night
2777,Olivia Roberts,IT,night
2778,Christopher Haynes,Support,evening
2779,Debra Casey,Support,morning
2780,Kevin Payne,IT,morning
2781,Jessica Martin,Sales,night
2782,Katherine Matthews,Sales,evening
2783,Tara Stuart,Finance,evening
2784,Dr. Scott Norman DDS,Support,night
2785,David Dixon,Support,night
2786,Michael Dawson,Support,morning
2787,Melvin Mendez,IT,night
2788,Kayla Jones,IT,night
2789,Tanya Murray,Sales,night
2790,Alicia Phelps,HR,evening
2791,Daniel Weber,Sales,morning
2792,Shelby Tucker,Sales,night
2793,Howard Brown,IT,evening
2794,Stephanie Torres,Support,night
2795,Ryan Hardy,Support,evening
2796,Nathaniel Nguyen,IT,night
2797,Trevor Lutz,HR,evening
2798,Kristen Hamilton,Finance,morning
2799,George Baldwin,HR,night
2800,Linda Potter,IT,evening
2801,Kenneth Smith,Sales,evening
2802,Michael Hawkins,IT,evening
2803,Jennifer Morris,IT,evening
2804,William Willis,IT,morning
2805,Amber Turner,IT,evening
2806,Christina Grimes,Sales,night
2807,Mary Hurley,HR,night
2808,Dr. Denise Brown,Support,evening
2809,Christy Chen,Sales,morning
2810,Martin Neal,Sales,morning
2811,Brian Miller,Sales,night
2812,Eric Porter,Support,night
2813,Norma Hoffman,Support,night
2814,Keith Mcdonald,Finance,morning
2815,Judy Moreno,HR,evening
2816,Alexander Butler,Support,night
2817,Victoria Ruiz DDS,Finance,night
2818,Jennifer Waters,Sales,morning
2819,Dr. Michael Koch,Sales,evening
2820,Eric Horn,IT,evening
2821,James Townsend,IT,night
2822,Lee Gutierrez,HR,evening
2823,Ryan Thomas Jr.,Sales,night
2824,Ann Turner,IT,morning
2825,Keith Parker,Support,morning
2826,Sharon Thomas,Finance,morning
2827,Melissa Murphy,IT,night
2828,Henry Ford,Support,night
2829,Scott Juarez,HR,morning
2830,Benjamin Schmidt,IT,morning
2831,Michael Holland,IT,evening
2832,Hayley Lambert,Support,evening
2833,Aaron Reed,HR,night
2834,Adam Ochoa,IT,night
2835,Michael Robinson,IT,night
2836,Stephanie Ayers,HR,night
2837,John Grant,HR,night
2838,Susan Peterson,HR,morning
2839,Cynthia Richard,HR,evening
2840,Ryan Cunningham,Support,morning
2841,Cody Smith,Support,night
2842,Nicole Kelly,Support,evening
2843,Tanya Ramsey,HR,morning
2844,Gina Kim,HR,night
2845,Miranda Walker,Support,night
2846,Rebecca Braun,Finance,morning
2847,Jennifer Newman,Support,morning
2848,Rhonda Hines,Finance,morning
2849,Michael Jones,Finance,evening
2850,Cynthia Mitchell,Finance,morning
2851,Jessica Garrett,Sales,evening
2852,Joshua Fox,Sales,evening
2853,Laurie Smith,IT,morning
2854,Stacey Simpson,IT,evening
2855,Kathy Fry,HR,night
2856,Robert Nguyen,Sales,night
2857,Susan Taylor,HR,night
2858,Jonathon Robertson,Finance,morning
2859,Joanne Flores,IT,morning
2860,Michael Molina,Finance,evening
2861,Todd Ortiz,Finance,morning
2862,Mr. Carlos Jackson,Finance,evening
2863,Lindsay Rose,Support,night
2864,Caitlin Clark,Sales,night
2865,Abigail Potts,IT,morning
2866,Jordan Doyle,HR,evening
2867,William Le,Support,night
2868,Timothy Ramos,Support,night
2869,Andrea King,HR,morning
2870,Thomas Nelson,Finance,evening
2871,Roger Medina,Support,evening
2872,Jason Taylor,Finance,night
2873,Kimberly Leonard,IT,evening
2874,Benjamin Robinson,HR,evening
2875,Brian Mullen,Sales,night
2876,Kristy Ortega,Sales,morning
2877,Bradley Keller,HR,morning
2878,Daniel Zimmerman,Sales,night
2879,Debbie Kane,Finance,morning
2880,Mercedes Daugherty,Support,night
2881,Elizabeth Bates,Support,evening
2882,Matthew King,HR,morning
2883,Edgar Schmidt,HR,night
2884,Cathy Walker,HR,night
2885,Emma Peters,Support,night
2886,Amy Murray,Support,morning
2887,Lisa Mendez,Finance,morning
2888,Christopher Pierce,IT,morning
2889,Ashlee Cuevas,Finance,evening
2890,Timothy Cole,Sales,evening
2891,Julie Reyes,IT,night
2892,Craig Gray,Support,morning
2893,Latasha Cruz,HR,morning
2894,Michelle Roberts,Finance,evening
2895,April Wood,Sales,evening
2896,Susan Davis,Finance,night
2897,Marie Love,IT,morning
2898,Lance Craig,IT,evening
2899,James Hall,Sales,morning
2900,Michael Estrada,HR,night
2901,Eric Love,Support,evening
2902,Benjamin Dixon,Sales,night
2903,David Lloyd,HR,evening
2904,Jason Wong,IT,evening
2905,Alejandro Phillips,IT,night
2906,Jennifer Savage,Finance,morning
2907,Kevin Wilson,HR,morning
2908,Crystal Mendoza,Support,morning
2909,Mr. Tyler Sexton MD,IT,morning
2910,Kelsey Moore,IT,night
2911,Jacob Valenzuela,IT,night
2912,Aaron Hobbs,Sales,evening
2913,Timothy Hooper,IT,morning
2914,Joan Garza,Support,evening
2915,Laura Brown,Support,night
2916,Sheryl Franklin,HR,night
2917,Hannah Gonzalez,Support,night
2918,Jason Walsh,Support,morning
2919,Anthony Barker,HR,night
2920,Jason James,IT,night
2921,Anthony James,IT,morning
2922,Deborah King,Sales,night
2923,Micheal Thompson,Support,night
2924,Allen Moran,HR,night
2925,Cindy Sanders,Finance,morning
2926,Glenn Nichols,HR,morning
2927,Mitchell Brown,Finance,evening
2928,Christina Price,Support,night
2929,Richard Arnold,IT,morning
2930,Joseph Coleman,HR,morning
2931,Julian Allen,Finance,night
2932,Antonio Patterson,HR,morning
2933,Timothy Marks,Sales,night
2934,Frank Crane,Support,night
2935,Elizabeth Medina,Finance,evening
2936,Kimberly Hernandez,Support,night
2937,Louis Webster,Finance,night
2938,Michael Morris MD,HR,night
2939,Stephanie Reynolds,IT,night
2940,David Jones,IT,evening
2941,Chad Gutierrez,Support,night
2942,Michael Baker,Sales,morning
2943,Robert Jones,Finance,morning
2944,Joe Davis,Sales,night
2945,Steven Weber,IT,evening
2946,Shane Hughes,Support,night
2947,Rodney Mcmillan,IT,morning
2948,Andrew Wiley,IT,morning
2949,Joseph Montgomery,IT,evening
2950,Stephen Coleman,Support,evening
2951,Mary Welch,Support,night
2952,David Wang,Support,morning
2953,Ryan Davis,IT,morning
2954,Richard Holland,Finance,night
2955,Jeremy Ryan,Finance,night
2956,Amanda Brown MD,Support,evening
2957,Jessica Jones,HR,morning
2958,Caroline Kelly,IT,evening
2959,Mary Huang,Support,evening
2960,Julia Long,Support,night
2961,Jessica Jefferson,Finance,morning
2962,Stephen Elliott,IT,morning
2963,Veronica Rice,IT,morning
2964,Dustin Moore,IT,evening
2965,Dr. Christopher Lee MD,Sales,night
2966,Cindy Bennett,Sales,morning
2967,Mikayla Blankenship,Support,morning
2968,Jamie Moore,IT,evening
2969,James Parker,Finance,morning
2970,April Larsen,Support,night
2971,Daniel Spence,IT,night
2972,Tony Brooks,HR,morning
2973,Danielle Garcia,Support,morning
2974,Michael King,HR,night
2975,Andrew Moran,Finance,morning
2976,Michael Glenn,IT,evening
2977,Miranda Potter,HR,evening
2978,Debra Villegas,Finance,evening
2979,Craig Smith,Finance,night
2980,Crystal Howard,Sales,night
2981,Brandon Johnson,HR,night
2982,Joan Melendez,Sales,night
2983,Sandra Gardner,HR,evening
2984,Michael Hill,Finance,evening
2985,Jesus Cross,Finance,night
2986,Meghan Bennett,Support,evening
2987,Sheila Bean,IT,morning
2988,Bradley Washington,Support,morning
2989,Isaiah Blake,IT,night
2990,Crystal Anderson,Finance,morning
2991,Linda Moran,Sales,morning
2992,Thomas Mendoza,IT,morning
2993,Sarah Estes,Support,morning
2994,Raven Hoover,HR,evening
2995,Luis Myers,IT,evening
2996,Sally Cortez,Support,evening
2997,Karen Carroll,Sales,evening
2998,Nicholas Yang,HR,night
2999,Rodney Boyd,HR,night
3000,Derrick Diaz,IT,evening
3001,Eric Howard,Sales,night
3002,Sabrina Young,Sales,evening
3003,Taylor Mitchell,Support,morning
3004,Michelle Jones,HR,night
3005,Timothy Ortiz,Sales,morning
3006,Jimmy Santiago,Finance,morning
3007,Nicholas Rocha,HR,night
3008,Shawn Conley,Sales,night
3009,Adam Baker,Finance,night
3010,Hannah Carlson,Support,morning
3011,Frederick Ford,IT,night
3012,David Jackson,Finance,evening
3013,Kevin Smith,Sales,night
3014,Kelly Morrison,HR,morning
3015,Joshua Bush,Finance,morning
3016,Charles Williams,IT,night
3017,Melvin Castaneda,Support,night
3018,Mr. Jeffery Davis,Finance,night
3019,Erin Cohen,Support,evening
3020,Kristine Shaw,Sales,morning
3021,Nancy Krause,Sales,morning
3022,Natalie Martinez,Finance,evening
3023,Keith Moore,HR,night
3024,Becky Valencia,Support,night
3025,Anthony Hebert,Sales,evening
3026,Tina Strickland DVM,HR,morning
3027,Ryan Garrett,Finance,morning
3028,Robert Martinez,IT,morning
3029,Jeffrey Smith,HR,night
3030,Richard Ellis,IT,night
3031,Teresa Moore,Finance,evening
3032,Johnny Hall,Support,night
3033,Travis Valdez,Sales,evening
3034,Nathan Johnson,IT,evening
3035,Christopher Gonzalez,HR,night
3036,Andrew Wagner,HR,night
3037,Linda Singh,HR,morning
3038,Sandra Brown,Finance,evening
3039,Isaiah Walker,IT,night
3040,Brent Johnson,HR,evening
3041,Dr. Madison Good,Finance,night
3042,Christine Rogers,Finance,morning
3043,Eric Garcia,IT,night
3044,Shawn Cruz,Sales,morning
3045,Daniel Carroll,Support,night
3046,Spencer Smith,HR,night
3047,Shannon Mcdaniel,Finance,evening
3048,Christine Rivera MD,Sales,morning
3049,Lisa Ware,HR,night
3050,Jerry Mann,Finance,evening
3051,Stephanie Sanford,HR,evening
3052,Erin Cervantes,Finance,morning
3053,Justin Martinez,IT,morning
3054,Ryan Simmons,HR,night
3055,Anita Hill,HR,night
3056,Ryan Hernandez,Finance,evening
3057,Denise Higgins,Support,evening
3058,Daniel Cole,HR,morning
3059,Dennis Morales,Finance,evening
3060,Cheryl Wagner,HR,morning
3061,Donald Hopkins,Support,morning
3062,Christine Black,Finance,evening
3063,Kelly Walker,Finance,night
3064,Edward Morris,Support,evening
3065,Michele Kane,Sales,night
3066,Chloe Rowe,HR,morning
3067,Ryan Cabrera,Support,night
3068,Angela Randall,Support,night
3069,Gabriela Chapman,Sales,night
3070,Ryan Chan,IT,morning
3071,Terry Lee,Finance,night
3072,Karen Reynolds,HR,night
3073,Laura Allen,Support,evening
3074,Brianna Sparks,Sales,night
3075,Amber Newman,Finance,evening
3076,Mr. Jeremy Patterson II,HR,night
3077,Jason Reese,Finance,morning
3078,Mikayla Foster,Finance,night
3079,Theodore Smith,Sales,evening
3080,Annette Miranda,Sales,morning
3081,Heather Stephenson,Support,evening
3082,Valerie Webster,Sales,morning
3083,Aaron Jones,Support,evening
3084,Timothy Pineda,HR,evening
3085,Kathy Schultz,HR,evening
3086,Madison Lambert,Sales,night
3087,Holly Tapia,HR,evening
3088,Kimberly Watts,Support,morning
3089,Mr. Samuel Davis,HR,night
3090,James Turner,Finance,morning
3091,Thomas Castro,Sales,evening
3092,Angela Scott,Support,night
3093,Wyatt Maynard,Finance,night
3094,Richard Tran,IT,morning
3095,Wendy Ellis,Support,morning
3096,Maria Stevens,HR,night
3097,Megan Delgado,Support,night
3098,Joshua York,Sales,morning
3099,Alex Clayton,Sales,evening
3100,Christine Decker,Finance,morning
3101,Robert Henson,Finance,morning
3102,Devon Singh,IT,night
3103,William Tyler,Support,night
3104,Daniel Whitehead,Sales,night
3105,William Rodriguez,Sales,evening
3106,Jason Wallace,IT,night
3107,Christy Villanueva,Sales,evening
3108,Kenneth Thompson,HR,morning
3109,Laura Dunlap,Finance,evening
3110,Todd Fisher,Finance,night
3111,Stanley Vasquez,Support,night
3112,Joshua Austin,HR,evening
3113,Katelyn Daniels,Finance,evening
3114,Charles Crawford,Finance,evening
3115,William Davis,HR,morning
3116,Helen Thomas,HR,night
3117,Tony Grant,IT,night
3118,Tyler Turner,HR,evening
3119,Dr. Sharon Haynes,Support,night
3120,Jessica Schwartz,IT,night
3121,Christopher Duke,IT,evening
3122,Alexander Brown,Sales,morning
3123,Robert Jones,Sales,evening
3124,Christine Butler,Sales,evening
3125,Michelle Thompson,Sales,night
3126,Christopher Lee,Support,morning
3127,Elizabeth Thompson,HR,night
3128,Mary Washington,IT,morning
3129,Dr. Jose Boyd,Sales,night
3130,Megan Barber,Sales,evening
3131,David Stephens,IT,evening
3132,Mrs. Bridget Russell,Finance,night
3133,Jonathan Holt,Finance,evening
3134,Lisa Russell,HR,night
3135,Michael Martin,Finance,morning
3136,Derek Holland,IT,night
3137,Mr. Daniel White,Support,night
3138,Robert Huffman,Finance,morning
3139,Jason Werner,HR,night
3140,Thomas Rhodes,Support,night
3141,Anthony Warner,Sales,morning
3142,John Castillo,Sales,morning
3143,Kathryn Boyd,Sales,evening
3144,Justin Serrano,Support,night
3145,David Patterson,Finance,morning
3146,Megan Curtis,Support,night
3147,Kristen Randolph,Finance,morning
3148,Dennis Jones,Finance,night
3149,Valerie Taylor,Finance,night
3150,Rhonda Sullivan,Sales,morning
3151,Patricia Carrillo,Sales,evening
3152,Jeffrey Terry,Finance,evening
3153,Curtis Alexander MD,Finance,night
3154,Melissa Burnett,Support,morning
3155,Amanda Mcdonald,Sales,evening
3156,Jeffrey Hoffman,IT,morning
3157,Alexander Morrison,Sales,morning
3158,Kristin Burke,Support,evening
3159,Stephanie Williams,Sales,evening
3160,Julie Stein,Support,night
3161,Monica Vasquez,IT,night
3162,Melanie Webb,Finance,night
3163,Terry May,Support,evening
3164,Christopher Perez,HR,evening
3165,Jasmine Jones,IT,evening
3166,Luis White II,Finance,evening
3167,Sandra Moore,IT,morning
3168,Debra Jordan,Sales,evening
3169,Kara Lopez,Support,morning
3170,Amanda Boyer,Finance,evening
3171,Lisa Koch,Finance,morning
3172,Lisa Anderson,Finance,night
3173,Michelle Nichols,IT,night
3174,William Wood,Support,evening
3175,Anthony Martinez,IT,night
3176,Anthony Beasley,Finance,evening
3177,Gary Davis,Finance,evening
3178,Douglas Clark MD,Support,evening
3179,Billy Molina,Finance,evening
3180,Jason Gray,Sales,morning
3181,Steven Klein,Sales,evening
3182,Ian Ball,IT,night
3183,Jason Valdez,HR,evening
3184,Karen Watson,HR,evening
3185,Nicole Atkinson,HR,night
3186,George Ramirez,Finance,night
3187,Melissa Sweeney,Sales,night
3188,Susan Walker,HR,night
3189,Russell Lewis,Support,morning
3190,Rachel Lawrence,Finance,morning
3191,Annette Barrett,IT,night
3192,Chelsey Davis,Finance,night
3193,Jason Brown,Sales,evening
3194,William Weeks,Support,night
3195,Christian Conway,IT,evening
3196,Cheryl Burgess,Finance,evening
3197,Jeffrey Jenkins,Sales,night
3198,Dawn Lawson MD,HR,morning
3199,Joy Valentine,Support,evening
3200,Lisa Phillips,HR,night
3201,Ryan Wang,HR,evening
3202,Jessica Wilson,Sales,night
3203,Joshua Evans,IT,night
3204,Michael Briggs,Support,morning
3205,Meghan Griffith,IT,night
3206,James Cherry,HR,morning
3207,Jason Johnson,IT,night
3208,Henry Camacho,IT,evening
3209,Rodney Gonzales,Support,morning
3210,Michael Conley,HR,night
3211,Stephanie Klein,IT,evening
3212,Laura Scott,Finance,morning
3213,Kenneth Allen,Finance,night
3214,Kenneth Pennington,Support,morning
3215,Jacqueline Nichols,Support,morning
3216,Christopher Cowan,Support,evening
3217,Mark Pratt,Finance,night
3218,Travis King,HR,evening
3219,Stacey Hawkins,IT,morning
3220,Morgan Tucker,Sales,morning
3221,Christina Lowe,IT,night
3222,Matthew Stout,HR,evening
3223,William Best,IT,evening
3224,Robert Cooper,IT,night
3225,Brooke Morris,HR,morning
3226,Brittany Adkins,IT,evening
3227,Cheryl Allison,IT,morning
3228,Kyle Moore,Finance,morning
3229,Nicholas Cooper,Finance,evening
3230,Mathew Rowland,Support,night
3231,Anthony Burnett,Sales,morning
3232,Nicole Moreno,Support,night
3233,Sarah Rogers,Support,night
3234,Kimberly Bullock,Sales,morning
3235,Phillip Nelson,IT,morning
3236,Melissa Adams,Sales,evening
3237,Allison Thompson,Sales,morning
3238,Lisa Young,HR,evening
3239,Robert Gonzalez,IT,evening
3240,Jennifer Dillon,IT,evening
3241,John Mendez,Finance,evening
3242,Vincent Wolf,HR,night
3243,Ryan Lee,Finance,morning
3244,Adam Porter,IT,morning
3245,Rachael Parks,IT,morning
3246,Heidi Goodwin,HR,night
3247,Michael Williams,Finance,morning
3248,Deborah Castaneda,Sales,morning
3249,Kathryn Woods,Support,morning
3250,Christopher Ali,Support,evening
